frame,time_remaining,score_a,score_b
13740,170,98,98
13800,170,98,98
13860,170,98,98
13920,170,98,98
13980,170,98,98
14040,110,98,98
14100,170,98,98
14160,170,98,98
14220,170,98,98
14280,110,98,98
14340,170,98,98
14400,170,98,98
14460,170,98,98
14520,170,98,98
14580,170,98,98
14640,170,98,98
14700,170,98,98
14760,110,98,98
14820,170,98,98
14880,170,98,98
14940,170,98,98
15000,110,98,98
15060,110,98,98
15120,170,98,98
15180,110,98,98
15240,170,98,98
15300,170,98,98
15360,170,98,98
15420,170,98,98
15480,110,98,98
15540,170,98,98
15600,170,98,98
15660,170,98,98
15720,170,98,98
15780,170,98,98
15840,110,98,98
15900,110,98,98
15960,110,98,98
16020,92,98,98
16080,97,98,98
16140,98,98,98
16200,96,98,98
16260,95,98,98
16320,95,98,98
16380,95,98,98
16440,155,98,98
16500,155,98,98
16560,155,98,98
16620,155,98,98
16680,155,98,98
16740,155,98,98
16800,155,98,98
16860,95,98,98
16920,95,98,98
16980,95,98,98
17040,155,98,98
17100,155,98,98
17160,153,98,98
17220,152,98,98
17280,152,98,98
17340,151,98,98
17400,151,98,98
17460,91,98,98
17520,91,98,98
17580,91,98,98
17640,92,98,100
17700,92,98,100
17760,92,98,108
17820,92,98,108
17880,92,98,108
17940,92,98,108
18000,92,98,108
18060,92,98,108
18120,92,98,108
18180,92,98,108
18240,91,98,108
18300,91,98,108
18360,91,98,108
18420,97,98,108
18480,97,98,108
18540,90,98,108
18600,150,98,108
18660,150,98,108
18720,150,98,108
18780,150,98,108
18840,150,98,108
18900,150,98,108
18960,150,98,108
19020,150,98,108
19080,150,98,108
19140,150,98,108
19200,90,98,108
19260,90,98,108
19320,90,98,108
19380,90,98,108
19440,90,98,108
19500,90,98,108
19560,90,98,108
19620,90,98,108
19680,90,98,108
19740,82,98,108
19800,77,98,108
19860,77,98,108
19920,77,98,108
19980,77,100,108
20040,77,100,108
20100,77,108,108
20160,77,108,108
20220,88,108,108
20280,76,108,108
20340,75,108,108
20400,73,108,108
20460,73,108,108
20520,73,108,108
20580,73,108,108
20640,73,108,108
20700,73,108,108
20760,73,108,108
20820,73,108,108
20880,73,108,108
20940,73,108,180
21000,73,108,180
21060,73,108,180
21120,73,108,180
21180,73,108,184
21240,73,108,219
21300,73,108,219
21360,72,108,219
21420,77,108,219
21480,77,108,219
21540,79,108,219
21600,130,108,219
21660,192,108,219
21720,132,108,219
21780,132,108,219
21840,132,108,219
21900,192,108,219
21960,192,108,219
22020,192,108,219
22080,192,108,219
22140,192,108,219
22200,132,108,219
22260,132,108,219
22320,132,108,219
22380,132,108,219
22440,132,108,219
22500,132,108,219
22560,137,108,219
22620,137,108,219
22680,137,108,219
22740,137,108,219
22800,138,108,219
22860,136,108,219
22920,135,108,219
22980,134,108,219
23040,131,108,219
23100,137,108,219
23160,137,108,219
23220,190,108,219
23280,190,108,219
23340,190,108,219
23400,190,108,219
23460,190,108,219
23520,190,108,219
23580,190,108,219
23640,190,108,219
23700,190,108,219
23760,190,108,219
23820,190,108,219
23880,190,108,219
23940,190,108,219
24000,190,108,219
24060,190,108,219
24120,190,108,219
24180,190,108,219
24240,190,108,219
24300,190,108,219
24360,190,108,219
24420,190,108,219
24480,190,108,219
24540,190,108,219
24600,190,108,219
24660,190,108,219
24720,190,108,219
24780,190,108,219
24840,190,108,219
24900,190,108,219
24960,190,108,219
25020,190,210,219
25080,190,210,219
25140,190,210,219
25200,152,210,219
25260,122,210,219
25320,122,210,219
25380,122,210,219
25440,122,250,219
25500,127,250,219
25560,158,250,219
25620,158,250,219
25680,68,250,219
25740,68,250,219
25800,158,250,219
25860,128,250,219
25920,216,250,219
25980,125,250,219
26040,125,250,219
26100,125,250,219
26160,125,250,219
26220,125,250,219
26280,65,250,219
26340,63,250,219
26400,61,250,219
26460,127,250,219
26520,127,250,219
26580,127,250,219
26640,127,250,219
26700,127,250,219
26760,127,250,219
26820,127,250,219
26880,127,250,219
26940,127,250,219
27000,150,250,219
27060,60,250,219
27120,60,250,219
27180,60,250,219
27240,60,250,219
27300,60,250,219
27360,60,250,219
27420,60,250,219
27480,60,250,219
27540,60,250,219
27600,60,250,219
27660,60,250,219
27720,60,250,219
27780,60,250,219
27840,472,250,219
27900,472,250,219
27960,472,250,219
28020,472,250,219
28080,472,250,219
28140,477,250,219
28200,477,250,219
28260,477,250,219
28320,477,250,219
28380,477,250,219
28440,477,250,219
28500,478,250,219
28560,478,250,219
28620,478,250,219
28680,478,250,219
28740,478,250,219
28800,478,250,219
28860,478,250,219
28920,478,250,219
28980,478,250,219
29040,478,250,219
29100,478,250,219
29160,476,250,219
29220,475,250,219
29280,475,250,219
29340,475,250,219
29400,475,250,219
29460,475,250,219
29520,473,250,219
29580,473,250,219
29640,473,250,219
29700,473,250,219
29760,473,250,219
29820,473,250,219
29880,473,250,219
29940,473,250,219
30000,471,250,219
30060,477,250,219
30120,477,250,219
30180,477,250,219
30240,477,250,219
30300,477,250,219
30360,477,250,219
30420,477,250,219
30480,477,250,219
30540,477,250,219
30600,477,250,219
30660,477,250,219
30720,477,250,219
30780,477,250,219
30840,477,250,219
30900,477,250,219
30960,477,250,219
31020,477,250,219
31080,477,250,219
31140,477,250,219
31200,477,250,219
31260,477,250,219
31320,477,250,219
31380,477,250,219
31440,477,250,219
31500,477,250,219
31560,477,250,219
31620,470,250,219
31680,452,250,219
31740,452,250,219
31800,452,250,219
31860,452,250,219
31920,452,250,219
31980,452,250,219
32040,452,250,219
32100,457,250,219
32160,457,250,219
32220,457,250,219
32280,458,250,219
32340,456,250,219
32400,456,250,219
32460,456,250,219
32520,456,250,219
32580,456,250,219
32640,456,250,219
32700,455,250,219
32760,453,250,219
32820,453,250,219
32880,453,250,219
32940,453,250,219
33000,453,250,219
33060,453,250,219
33120,453,250,219
33180,453,250,219
33240,453,250,219
33300,453,250,219
33360,453,250,219
33420,452,250,219
33480,452,250,219
33540,452,250,219
33600,457,250,219
33660,457,250,219
33720,450,250,219
33780,450,250,219
33840,450,250,219
33900,450,250,219
33960,450,250,219
34020,450,250,219
34080,450,250,219
34140,450,250,219
34200,432,250,219
34260,432,250,219
34320,437,250,219
34380,437,250,219
34440,437,250,219
34500,437,250,219
34560,437,250,219
34620,437,250,219
34680,447,250,219
34740,447,250,219
34800,447,250,219
34860,447,250,219
34920,88,250,219
34980,78,250,219
35040,78,250,219
35100,78,250,219
35160,78,250,219
35220,78,250,219
35280,88,250,219
35340,88,250,219
35400,88,250,219
35460,88,250,219
35520,88,250,219
35580,78,250,219
35640,78,250,219
35700,78,250,219
35760,78,250,219
35820,78,250,219
35880,78,250,219
35940,88,250,219
36000,88,250,219
36060,88,250,219
36120,88,250,219
36180,78,250,219
36240,436,250,219
36300,435,250,219
36360,435,250,219
36420,435,250,219
36480,435,250,219
36540,433,250,219
36600,71,250,219
36660,437,250,219
36720,437,250,219
36780,437,250,219
36840,437,250,219
36900,437,250,219
36960,430,250,219
37020,492,250,219
37080,492,250,219
37140,497,250,219
37200,497,250,219
37260,497,250,219
37320,497,250,219
37380,497,250,219
37440,497,250,219
37500,497,250,219
37560,498,250,219
37620,496,250,219
37680,496,250,219
37740,496,250,219
37800,496,250,219
37860,496,250,219
37920,495,250,219
37980,495,250,219
38040,493,250,219
38100,492,250,219
38160,497,250,219
38220,497,250,219
38280,490,250,219
38340,490,250,219
38400,490,250,219
38460,490,250,219
38520,490,250,219
38580,490,250,219
38640,490,250,219
38700,490,250,219
38760,490,250,219
38820,490,250,219
38880,490,250,219
38940,490,250,219
39000,490,250,219
39060,490,250,219
39120,490,250,219
39180,490,250,219
39240,490,250,219
39300,490,250,219
39360,490,250,219
39420,490,250,219
39480,490,250,219
39540,490,250,219
39600,490,250,219
39660,490,250,219
39720,490,250,219
39780,490,250,219
39840,490,250,219
39900,422,250,219
39960,427,250,219
40020,428,250,219
40080,426,250,219
40140,425,250,219
40200,423,250,219
40260,421,250,219
40320,421,250,219
40380,421,250,219
40440,427,250,219
40500,427,250,219
40560,427,250,219
40620,427,250,219
40680,427,250,219
40740,427,250,219
40800,420,250,219
40860,420,250,219
40920,420,250,219
40980,420,250,219
41040,420,250,219
41100,420,250,219
41160,420,250,219
41220,420,250,219
41280,420,250,219
41340,420,250,219
41400,420,250,219
41460,420,250,219
41520,420,250,219
41580,420,250,219
41640,420,250,219
41700,420,250,219
41760,420,250,219
41820,420,250,219
41880,420,250,219
41940,420,250,219
42000,420,250,219
42060,420,250,219
42120,420,250,219
42180,420,250,219
42240,420,250,219
42300,420,250,219
42360,420,250,219
42420,420,250,219
42480,420,250,219
42540,420,250,219
42600,420,250,219
42660,420,250,219
42720,420,250,230
42780,420,250,230
42840,420,250,230
42900,420,250,230
42960,420,250,230
43020,420,250,230
43080,420,250,230
43140,420,250,230
43200,420,250,230
43260,420,250,230
43320,420,250,239
43380,420,250,239
43440,420,250,239
43500,420,250,239
43560,420,250,239
43620,420,250,239
43680,420,250,239
43740,420,250,239
43800,420,250,239
43860,420,250,239
43920,420,250,239
43980,420,250,239
44040,420,250,239
44100,420,250,239
44160,420,250,239
44220,420,250,239
44280,420,250,239
44340,420,250,239
44400,420,250,239
44460,420,250,239
44520,420,250,239
44580,420,250,239
44640,420,250,239
44700,420,250,239
44760,420,250,239
44820,420,250,239
44880,420,250,239
44940,420,250,239
45000,420,250,239
45060,420,250,239
45120,420,250,239
45180,420,250,239
45240,420,250,239
45300,420,250,239
45360,420,250,239
45420,420,250,239
45480,420,250,239
45540,420,250,239
45600,420,250,239
45660,420,250,239
45720,420,250,239
45780,420,250,239
45840,420,250,239
45900,420,250,239
45960,420,250,239
46020,420,250,239
46080,420,250,239
46140,420,250,239
46200,420,250,239
46260,420,250,239
46320,420,250,239
46380,420,250,239
46440,420,250,239
46500,420,250,239
46560,420,250,239
46620,420,250,239
46680,420,250,239
46740,420,250,239
46800,420,250,239
46860,420,250,239
46920,420,250,239
46980,420,250,239
47040,420,250,239
47100,420,250,239
47160,420,250,239
47220,420,250,239
47280,420,250,239
47340,420,250,239
47400,420,250,239
47460,420,250,239
47520,420,250,239
47580,420,250,239
47640,420,250,239
47700,420,250,239
47760,420,250,239
47820,420,250,239
47880,420,250,239
47940,420,250,239
48000,420,250,239
48060,420,250,239
48120,420,250,239
48180,420,250,239
48240,420,250,239
48300,420,250,239
48360,420,250,239
48420,420,250,239
48480,420,250,239
48540,420,250,239
48600,420,250,239
48660,420,250,239
48720,420,250,239
48780,420,250,239
48840,420,250,239
48900,77,250,239
48960,77,250,239
49020,77,250,239
49080,78,250,239
49140,86,250,239
49200,73,250,239
49260,73,250,239
49320,77,250,239
49380,77,250,239
49440,77,250,239
49500,77,250,239
49560,218,250,239
49620,218,250,239
49680,128,250,239
49740,128,250,239
49800,472,250,239
49860,472,250,239
49920,472,250,239
49980,472,250,239
50040,477,250,239
50100,478,250,239
50160,476,250,239
50220,475,250,239
50280,475,250,239
50340,475,250,239
50400,455,250,239
50460,453,250,239
50520,453,250,239
50580,453,250,239
50640,453,250,239
50700,453,250,239
50760,457,250,239
50820,457,250,239
50880,457,250,239
50940,457,250,239
51000,437,250,239
51060,437,250,239
51120,78,250,239
51180,78,250,239
51240,78,250,239
51300,78,250,239
51360,78,250,239
51420,78,250,239
51480,78,250,239
51540,78,250,239
51600,78,250,239
51660,78,250,239
51720,78,250,239
51780,78,250,239
51840,78,250,239
51900,78,250,239
51960,78,250,239
52020,78,250,239
52080,78,250,239
52140,78,250,239
52200,78,250,239
52260,78,250,239
52320,78,250,239
52380,78,250,239
52440,78,250,239
52500,78,250,239
52560,78,250,239
52620,78,250,239
52680,78,250,239
52740,78,250,239
52800,78,250,239
52860,78,250,239
52920,78,250,239
52980,78,250,239
53040,78,250,239
53100,78,250,239
53160,78,250,239
53220,78,250,239
53280,78,250,239
53340,78,250,239
53400,78,250,239
53460,78,250,239
53520,78,250,239
53580,78,250,239
53640,78,250,239
53700,78,250,239
53760,78,250,239
53820,78,250,239
53880,78,250,239
53940,78,250,239
54000,78,250,239
54060,78,250,239
54120,78,250,239
54180,78,250,239
54240,78,250,239
54300,78,250,239
54360,78,250,239
54420,78,250,239
54480,78,250,239
54540,78,250,239
54600,78,250,239
54660,78,250,239
54720,78,250,239
54780,78,250,239
54840,78,250,239
54900,78,250,239
54960,78,250,239
55020,78,250,239
55080,78,250,239
55140,78,250,239
55200,78,250,239
55260,78,250,239
55320,78,250,239
55380,78,250,239
55440,78,250,239
55500,78,250,239
55560,78,250,239
55620,78,250,239
55680,78,250,239
55740,78,250,239
55800,78,250,239
55860,78,250,239
55920,78,250,239
55980,78,250,239
56040,78,250,239
56100,78,250,239
56160,78,250,239
56220,78,250,239
56280,78,250,239
56340,78,250,239
56400,78,250,239
56460,78,250,239
56520,78,250,239
56580,78,250,239
56640,78,250,239
56700,78,250,239
56760,78,250,239
56820,78,250,239
56880,78,250,239
56940,78,250,239
57000,78,250,239
57060,78,250,239
57120,78,250,239
57180,78,250,239
57240,78,250,239
57300,78,250,239
57360,78,250,239
57420,78,250,239
57480,78,250,239
57540,78,250,239
57600,78,250,239
57660,78,250,239
57720,78,250,239
57780,78,250,239
57840,78,250,239
57900,78,250,239
57960,78,250,239
58020,78,250,239
58080,78,250,239
58140,78,250,239
58200,78,250,239
58260,78,250,239
58320,78,250,239
58380,78,250,239
58440,78,250,239
58500,78,250,239
58560,78,250,239
58620,78,250,239
58680,78,250,239
58740,78,250,239
58800,78,250,239
58860,78,250,239
58920,78,250,239
58980,78,250,239
59040,78,250,239
59100,78,250,239
59160,78,250,239
59220,78,250,239
59280,78,250,239
59340,78,250,239
59400,78,250,239
59460,78,250,239
59520,78,250,239
59580,78,250,239
59640,78,250,239
59700,78,250,239
59760,78,250,239
59820,78,250,239
59880,78,250,239
59940,78,250,239
60000,78,250,239
60060,78,250,239
60120,78,250,239
60180,78,250,239
60240,78,250,239
60300,78,250,239
60360,78,250,239
60420,78,250,239
60480,78,250,239
60540,78,250,239
60600,78,250,239
60660,78,250,239
60720,78,250,239
60780,78,250,239
60840,78,250,239
60900,78,250,239
60960,78,250,239
61020,78,250,239
61080,78,250,239
61140,78,250,239
61200,78,250,239
61260,78,250,239
61320,78,250,239
61380,78,250,239
61440,78,250,239
61500,78,250,239
61560,78,250,239
61620,78,250,239
61680,78,250,239
61740,78,250,239
61800,78,250,239
61860,78,250,239
61920,78,250,239
61980,78,250,239
62040,78,250,239
62100,78,250,239
62160,78,250,239
62220,78,250,239
62280,78,250,239
62340,78,250,239
62400,78,250,239
62460,78,250,239
62520,78,250,239
62580,78,250,239
62640,78,250,239
62700,78,250,239
62760,78,250,239
62820,78,250,239
62880,78,250,239
62940,78,250,239
63000,78,250,239
63060,78,250,239
63120,78,250,239
63180,78,250,239
63240,78,250,239
63300,78,250,239
63360,52,250,239
63420,57,250,239
63480,478,250,239
63540,56,250,239
63600,55,250,239
63660,53,250,239
63720,471,250,239
63780,57,250,239
63840,57,250,239
63900,59,250,239
63960,32,250,239
64020,37,250,239
64080,458,250,239
64140,36,250,239
64200,35,250,239
64260,33,250,239
64320,451,250,239
64380,37,250,239
64440,37,250,239
64500,579,250,239
64560,12,250,239
64620,437,250,239
64680,438,250,239
64740,16,250,239
64800,435,250,239
64860,433,250,239
64920,432,250,239
64980,447,250,239
65040,447,250,239
65100,20,250,239
65160,20,250,239
65220,20,250,239
65280,20,250,239
65340,20,250,239
65400,20,250,239
65460,20,250,239
65520,20,250,239
65580,20,250,239
65640,20,250,239
65700,20,250,239
65760,20,250,239
65820,20,250,239
65880,20,250,239
65940,20,250,239
66000,20,250,239
66060,20,250,239
66120,20,250,239
66180,20,250,239
66240,20,250,239
66300,20,250,239
66360,20,250,239
66420,20,250,239
66480,20,250,239
66540,20,250,239
66600,20,250,239
66660,20,250,239
66720,20,250,239
66780,20,250,239
66840,20,250,239
66900,20,250,239
66960,20,250,239
67020,20,250,239
67080,20,250,239
67140,20,250,239
67200,20,250,239
67260,20,250,239
67320,20,250,239
67380,20,250,239
67440,20,250,239
67500,20,250,239
67560,20,250,239
67620,20,250,239
67680,20,250,239
67740,20,250,239
67800,20,250,239
67860,20,250,239
67920,20,250,239
67980,20,250,239
68040,20,250,239
68100,20,250,239
68160,20,250,239
68220,20,250,239
68280,20,250,239
68340,20,250,239
68400,20,250,239
68460,20,250,239
68520,20,250,239
68580,20,250,239
68640,20,250,239
68700,20,250,239
68760,20,250,239
68820,20,250,239
68880,20,250,239
68940,20,250,239
69000,20,250,239
69060,20,250,239
69120,20,250,239
69180,20,250,239
69240,20,250,239
69300,20,250,239
69360,20,250,239
69420,20,250,239
69480,20,250,239
69540,52,250,239
69600,57,250,239
69660,478,250,239
69720,56,250,239
69780,55,250,239
69840,53,250,239
69900,471,250,239
69960,57,250,239
70020,57,250,239
70080,50,250,239
70140,32,250,239
70200,37,250,239
70260,458,250,239
70320,36,250,239
70380,35,250,239
70440,33,250,239
70500,451,250,239
70560,37,250,239
70620,37,250,239
70680,30,250,239
70740,12,250,239
70800,437,250,239
70860,438,250,239
70920,16,250,239
70980,435,250,239
71040,433,250,239
71100,431,250,239
71160,437,250,239
71220,437,250,239
71280,10,250,239
71340,10,250,239
71400,10,250,239
71460,10,250,239
71520,10,250,239
71580,10,250,239
71640,10,250,239
71700,10,250,239
71760,10,250,239
71820,10,250,239
71880,10,250,239
71940,10,250,239
72000,10,250,239
72060,10,250,239
72120,10,250,239
72180,10,250,239
72240,10,250,239
72300,10,250,239
72360,10,250,239
72420,10,250,239
72480,10,250,239
72540,10,250,239
72600,10,250,239
72660,33,250,239
72720,451,250,239
72780,37,250,239
72840,37,250,239
72900,30,250,239
72960,12,250,239
73020,437,250,239
73080,438,250,239
73140,16,250,239
73200,435,250,239
73260,433,250,239
73320,431,250,239
73380,437,250,239
73440,437,250,239
73500,10,250,239
73560,10,250,239
73620,10,250,239
73680,10,250,239
73740,10,250,239
73800,10,250,239
73860,10,250,239
73920,10,250,239
73980,10,250,239
74040,10,250,239
74100,10,250,239
74160,10,250,239
74220,10,250,239
74280,10,250,239
74340,10,250,239
74400,10,250,239
74460,10,250,239
74520,10,250,239
74580,10,250,239
74640,10,250,239
74700,10,250,239
74760,10,250,239
74820,10,250,239
74880,10,250,239
74940,10,250,239
75000,10,250,239
75060,10,250,239
75120,10,250,239
75180,10,250,239
75240,10,250,239
75300,10,250,239
75360,10,250,239
75420,10,250,239
75480,10,250,239
75540,10,250,239
75600,10,250,239
75660,10,250,239
75720,10,250,239
75780,10,250,239
75840,10,250,239
75900,10,250,239
75960,10,250,239
76020,10,250,239
76080,10,250,239
76140,10,250,239
76200,10,250,239
76260,10,250,239
76320,10,250,239
76380,10,250,239
76440,10,250,239
76500,10,250,239
76560,10,250,239
76620,10,250,239
76680,10,250,239
76740,10,250,239
76800,10,250,239
76860,10,250,239
76920,10,250,239
76980,10,250,239
77040,10,250,239
77100,33,250,239
77160,451,250,239
77220,37,250,239
77280,37,250,239
77340,30,250,239
77400,12,250,239
77460,437,250,239
77520,438,250,239
77580,16,250,239
77640,435,250,239
77700,443,250,239
77760,431,250,239
77820,437,250,239
77880,437,250,239
77940,437,250,239
78000,437,250,239
78060,437,250,239
78120,437,250,239
78180,437,250,239
78240,437,250,239
78300,437,250,239
78360,437,250,239
78420,437,250,239
78480,437,250,239
78540,437,250,239
78600,437,250,239
78660,437,250,239
78720,437,250,239
78780,437,250,239
78840,437,250,239
78900,437,250,239
78960,437,250,239
79020,437,250,239
79080,437,250,239
79140,437,250,239
79200,437,250,239
79260,437,250,239
79320,437,250,239
79380,437,250,239
79440,437,250,239
79500,437,250,239
79560,437,250,239
79620,437,250,239
79680,437,250,239
79740,437,250,239
79800,437,250,239
79860,437,250,239
79920,437,250,239
79980,437,250,239
80040,437,250,239
80100,437,250,239
80160,437,250,239
80220,437,250,239
80280,437,250,239
80340,437,250,239
80400,437,250,239
80460,437,250,239
80520,437,250,239
80580,437,250,239
80640,437,250,239
80700,437,250,239
80760,437,250,239
80820,437,250,239
80880,437,250,239
80940,437,250,239
81000,437,250,239
81060,437,250,239
81120,437,250,239
81180,437,250,239
81240,437,250,239
81300,437,250,239
81360,437,250,239
81420,437,250,239
81480,33,250,239
81540,451,250,239
81600,37,250,239
81660,37,250,239
81720,39,250,239
81780,12,250,239
81840,437,250,239
81900,438,250,239
81960,16,250,239
82020,435,250,239
82080,433,250,239
82140,431,250,239
82200,437,250,239
82260,437,250,239
82320,550,250,239
82380,550,250,239
82440,550,250,239
82500,550,250,239
82560,550,250,239
82620,550,250,239
82680,550,250,239
82740,550,250,239
82800,550,250,239
82860,550,250,239
82920,550,250,239
82980,550,250,239
83040,550,250,239
83100,550,250,239
83160,550,250,239
83220,550,250,239
83280,550,250,239
83340,550,250,239
83400,550,250,239
83460,550,250,239
83520,550,250,239
83580,550,250,239
83640,550,250,239
83700,550,250,239
83760,550,250,239
83820,550,250,239
83880,550,250,239
83940,550,250,239
84000,550,250,239
84060,550,250,239
84120,550,250,239
84180,550,250,239
84240,550,250,239
84300,550,250,239
84360,550,250,239
84420,550,250,239
84480,550,250,239
84540,550,250,239
84600,550,250,239
84660,550,250,239
84720,550,250,239
84780,550,250,239
84840,550,250,239
84900,550,250,239
84960,550,250,239
85020,550,250,239
85080,550,250,239
85140,550,250,239
85200,550,250,239
85260,550,250,239
85320,550,250,239
85380,550,250,239
85440,550,250,239
85500,550,250,239
85560,550,250,239
85620,550,250,239
85680,550,250,239
85740,550,250,239
85800,550,250,239
85860,550,250,239
85920,550,250,239
85980,550,250,239
86040,550,250,239
86100,550,250,239
86160,550,250,239
86220,550,250,239
86280,550,250,239
86340,550,250,239
86400,550,250,239
86460,550,250,239
86520,550,250,239
86580,550,250,239
86640,550,250,239
86700,550,250,239
86760,550,250,239
86820,550,250,239
86880,550,250,239
86940,550,250,239
87000,550,250,239
87060,550,250,239
87120,550,250,239
87180,550,250,239
87240,550,250,239
87300,550,250,239
87360,52,250,239
87420,57,250,239
87480,478,250,239
87540,56,250,239
87600,55,250,239
87660,53,250,239
87720,471,250,239
87780,57,250,239
87840,57,250,239
87900,59,250,239
87960,32,250,239
88020,37,250,239
88080,458,250,239
88140,36,250,239
88200,35,250,239
88260,33,250,239
88320,451,250,239
88380,37,250,239
88440,37,250,239
88500,30,250,239
88560,12,250,239
88620,437,250,239
88680,438,250,239
88740,16,250,239
88800,435,250,239
88860,443,250,239
88920,431,250,239
88980,437,250,239
89040,437,250,239
89100,10,250,239
89160,10,250,239
89220,10,250,239
89280,10,250,239
89340,10,250,239
89400,10,250,239
89460,10,250,239
89520,10,250,239
89580,10,250,239
89640,10,250,239
89700,10,250,239
89760,10,250,239
89820,10,250,239
89880,10,250,239
89940,10,250,239
90000,10,250,239
90060,10,250,239
90120,10,250,239
90180,10,250,239
90240,10,250,239
90300,10,250,239
90360,10,250,239
90420,10,250,239
90480,10,250,239
90540,10,250,239
90600,10,250,239
90660,10,250,239
90720,10,250,239
90780,10,250,239
90840,10,250,239
90900,10,250,239
90960,10,250,239
91020,10,250,239
91080,10,250,239
91140,10,250,239
91200,10,250,239
91260,10,250,239
91320,10,250,239
91380,10,250,239
91440,10,250,239
91500,10,250,239
91560,10,250,239
91620,10,250,239
91680,10,250,239
91740,10,250,239
91800,10,250,239
91860,10,250,239
91920,10,250,239
91980,10,250,239
92040,10,250,239
92100,10,250,239
92160,10,250,239
92220,10,250,239
92280,10,250,239
92340,10,250,239
92400,10,250,239
92460,10,250,239
92520,10,250,239
92580,10,250,239
92640,10,250,239
92700,10,250,239
92760,10,250,239
92820,10,250,239
92880,10,250,239
92940,10,250,239
93000,10,250,239
93060,10,250,239
93120,10,250,239
93180,10,250,239
93240,10,250,239
93300,10,250,239
93360,10,250,239
93420,10,250,239
93480,10,250,239
93540,10,250,239
93600,10,250,239
93660,10,250,239
