frame,time_remaining,team_a_score,team_b_score,player_count_map,enemy_count_map,combined_score,score_drop
116,447,0.0,6.0,0,0,6.0,0.0
117,447,0.0,6.0,0,0,6.0,0.0
118,447,0.0,6.0,0,0,6.0,0.0
119,447,0.0,6.0,0,0,6.0,0.0
120,447,0.0,8.0,0,0,8.0,2.0
121,447,0.0,8.0,0,0,8.0,0.0
122,447,0.0,8.0,0,0,8.0,0.0
123,447,0.0,8.0,0,0,8.0,0.0
124,447,0.0,8.0,0,0,8.0,0.0
125,447,0.0,8.0,0,0,8.0,0.0
126,447,0.0,8.0,0,0,8.0,0.0
127,447,0.0,8.0,0,0,8.0,0.0
128,447,0.0,8.0,0,0,8.0,0.0
129,447,0.0,8.0,0,0,8.0,0.0
130,447,0.0,8.0,0,0,8.0,0.0
131,447,0.0,8.0,0,0,8.0,0.0
132,447,0.0,8.0,0,0,8.0,0.0
133,447,0.0,8.0,0,0,8.0,0.0
134,447,0.0,8.0,0,0,8.0,0.0
135,447,0.0,8.0,0,0,8.0,0.0
136,447,0.0,8.0,0,0,8.0,0.0
137,447,0.0,8.0,0,0,8.0,0.0
138,447,0.0,8.0,0,0,8.0,0.0
139,447,0.0,8.0,0,0,8.0,0.0
140,447,0.0,8.0,0,0,8.0,0.0
141,447,0.0,8.0,0,0,8.0,0.0
142,447,0.0,8.0,0,0,8.0,0.0
143,447,0.0,8.0,0,0,8.0,0.0
144,447,0.0,8.0,0,0,8.0,0.0
145,447,0.0,8.0,0,0,8.0,0.0
146,447,0.0,8.0,0,0,8.0,0.0
147,447,0.0,8.0,0,0,8.0,0.0
148,447,0.0,8.0,0,0,8.0,0.0
149,447,0.0,8.0,0,0,8.0,0.0
150,447,0.0,8.0,0,0,8.0,0.0
151,447,0.0,8.0,0,0,8.0,0.0
152,447,0.0,8.0,0,0,8.0,0.0
153,447,0.0,8.0,0,0,8.0,0.0
154,447,0.0,8.0,0,0,8.0,0.0
155,447,0.0,8.0,0,0,8.0,0.0
156,447,0.0,8.0,0,0,8.0,0.0
157,447,0.0,8.0,0,0,8.0,0.0
158,447,0.0,8.0,0,0,8.0,0.0
159,447,0.0,8.0,0,0,8.0,0.0
160,447,0.0,8.0,0,0,8.0,0.0
161,447,0.0,8.0,0,0,8.0,0.0
162,447,0.0,8.0,0,0,8.0,0.0
163,447,0.0,8.0,0,0,8.0,0.0
164,447,0.0,8.0,0,0,8.0,0.0
165,447,0.0,8.0,0,0,8.0,0.0
166,447,0.0,8.0,0,0,8.0,0.0
167,447,0.0,8.0,0,0,8.0,0.0
168,447,0.0,8.0,0,0,8.0,0.0
169,447,0.0,8.0,0,0,8.0,0.0
170,447,0.0,8.0,0,0,8.0,0.0
171,447,0.0,8.0,0,0,8.0,0.0
172,447,0.0,8.0,0,0,8.0,0.0
173,447,0.0,8.0,0,0,8.0,0.0
174,447,0.0,8.0,0,0,8.0,0.0
175,447,0.0,8.0,0,0,8.0,0.0
176,447,0.0,8.0,0,0,8.0,0.0
177,447,0.0,8.0,0,0,8.0,0.0
178,447,0.0,8.0,0,0,8.0,0.0
179,447,0.0,8.0,0,0,8.0,0.0
180,447,0.0,9.0,0,0,9.0,1.0
181,447,0.0,9.0,0,0,9.0,0.0
182,447,0.0,9.0,0,0,9.0,0.0
183,447,0.0,9.0,0,0,9.0,0.0
184,447,0.0,9.0,0,0,9.0,0.0
185,447,0.0,9.0,0,0,9.0,0.0
186,447,0.0,9.0,0,0,9.0,0.0
187,447,0.0,9.0,0,0,9.0,0.0
188,447,0.0,9.0,0,0,9.0,0.0
189,447,0.0,9.0,0,0,9.0,0.0
190,447,0.0,9.0,0,0,9.0,0.0
191,447,0.0,9.0,0,0,9.0,0.0
192,447,0.0,9.0,0,0,9.0,0.0
193,447,0.0,9.0,0,0,9.0,0.0
194,447,0.0,9.0,0,0,9.0,0.0
195,447,0.0,9.0,0,0,9.0,0.0
196,447,0.0,9.0,0,0,9.0,0.0
197,447,0.0,9.0,0,0,9.0,0.0
198,447,0.0,9.0,0,0,9.0,0.0
199,447,0.0,9.0,0,0,9.0,0.0
200,447,0.0,9.0,0,0,9.0,0.0
201,447,0.0,9.0,0,0,9.0,0.0
202,447,0.0,9.0,0,0,9.0,0.0
203,447,0.0,9.0,0,0,9.0,0.0
204,447,0.0,9.0,0,0,9.0,0.0
205,447,0.0,9.0,0,0,9.0,0.0
206,447,0.0,9.0,0,0,9.0,0.0
207,447,0.0,9.0,0,0,9.0,0.0
208,447,0.0,9.0,0,0,9.0,0.0
209,447,0.0,9.0,0,0,9.0,0.0
210,447,0.0,9.0,0,0,9.0,0.0
211,447,0.0,9.0,0,0,9.0,0.0
212,447,0.0,9.0,0,0,9.0,0.0
213,447,0.0,9.0,0,0,9.0,0.0
214,447,0.0,9.0,0,0,9.0,0.0
215,447,0.0,9.0,0,0,9.0,0.0
216,447,0.0,9.0,0,0,9.0,0.0
217,447,0.0,9.0,0,0,9.0,0.0
218,447,0.0,9.0,0,0,9.0,0.0
219,447,0.0,9.0,0,0,9.0,0.0
220,447,0.0,9.0,0,0,9.0,0.0
221,447,0.0,9.0,0,0,9.0,0.0
222,447,0.0,9.0,0,0,9.0,0.0
223,447,0.0,9.0,0,0,9.0,0.0
224,447,0.0,9.0,0,0,9.0,0.0
225,447,0.0,9.0,0,0,9.0,0.0
226,447,0.0,9.0,0,0,9.0,0.0
227,447,0.0,9.0,0,0,9.0,0.0
228,447,0.0,9.0,0,0,9.0,0.0
229,447,0.0,9.0,0,0,9.0,0.0
230,447,0.0,9.0,0,0,9.0,0.0
231,447,0.0,9.0,0,0,9.0,0.0
232,447,0.0,9.0,0,0,9.0,0.0
233,447,0.0,9.0,0,0,9.0,0.0
234,447,0.0,9.0,0,0,9.0,0.0
235,447,0.0,9.0,0,0,9.0,0.0
236,447,0.0,9.0,0,0,9.0,0.0
237,447,0.0,9.0,0,0,9.0,0.0
238,447,0.0,9.0,0,0,9.0,0.0
239,447,0.0,9.0,0,0,9.0,0.0
240,4447,0.0,10.0,0,0,10.0,1.0
241,4447,0.0,10.0,0,0,10.0,0.0
242,4447,0.0,10.0,0,0,10.0,0.0
243,4447,0.0,10.0,0,0,10.0,0.0
244,4447,0.0,10.0,0,0,10.0,0.0
245,4447,0.0,10.0,0,0,10.0,0.0
246,4447,0.0,10.0,0,0,10.0,0.0
247,4447,0.0,10.0,0,0,10.0,0.0
248,4447,0.0,10.0,0,0,10.0,0.0
249,4447,0.0,10.0,0,0,10.0,0.0
250,4447,0.0,10.0,0,0,10.0,0.0
251,4447,0.0,10.0,0,0,10.0,0.0
252,4447,0.0,10.0,0,0,10.0,0.0
253,4447,0.0,10.0,0,0,10.0,0.0
254,4447,0.0,10.0,0,0,10.0,0.0
255,4447,0.0,10.0,0,0,10.0,0.0
256,4447,0.0,10.0,0,0,10.0,0.0
257,4447,0.0,10.0,0,0,10.0,0.0
258,4447,0.0,10.0,0,0,10.0,0.0
259,4447,0.0,10.0,0,0,10.0,0.0
260,4447,0.0,10.0,0,0,10.0,0.0
261,4447,0.0,10.0,0,0,10.0,0.0
262,4447,0.0,10.0,0,0,10.0,0.0
263,4447,0.0,10.0,0,0,10.0,0.0
264,4447,0.0,10.0,0,0,10.0,0.0
265,4447,0.0,10.0,0,0,10.0,0.0
266,4447,0.0,10.0,0,0,10.0,0.0
267,4447,0.0,10.0,0,0,10.0,0.0
268,4447,0.0,10.0,0,0,10.0,0.0
269,4447,0.0,10.0,0,0,10.0,0.0
270,4447,0.0,10.0,0,0,10.0,0.0
271,4447,0.0,10.0,0,0,10.0,0.0
272,4447,0.0,10.0,0,0,10.0,0.0
273,4447,0.0,10.0,0,0,10.0,0.0
274,4447,0.0,10.0,0,0,10.0,0.0
275,4447,0.0,10.0,0,0,10.0,0.0
276,4447,0.0,10.0,0,0,10.0,0.0
277,4447,0.0,10.0,0,0,10.0,0.0
278,4447,0.0,10.0,0,0,10.0,0.0
279,4447,0.0,10.0,0,0,10.0,0.0
280,4447,0.0,10.0,0,0,10.0,0.0
281,4447,0.0,10.0,0,0,10.0,0.0
282,4447,0.0,10.0,0,0,10.0,0.0
283,4447,0.0,10.0,0,0,10.0,0.0
284,4447,0.0,10.0,0,0,10.0,0.0
285,4447,0.0,10.0,0,0,10.0,0.0
286,4447,0.0,10.0,0,0,10.0,0.0
287,4447,0.0,10.0,0,0,10.0,0.0
288,4447,0.0,10.0,0,0,10.0,0.0
289,4447,0.0,10.0,0,0,10.0,0.0
290,4447,0.0,10.0,0,0,10.0,0.0
291,4447,0.0,10.0,0,0,10.0,0.0
292,4447,0.0,10.0,0,0,10.0,0.0
293,4447,0.0,10.0,0,0,10.0,0.0
294,4447,0.0,10.0,0,0,10.0,0.0
295,4447,0.0,10.0,0,0,10.0,0.0
296,4447,0.0,10.0,0,0,10.0,0.0
297,4447,0.0,10.0,0,0,10.0,0.0
298,4447,0.0,10.0,0,0,10.0,0.0
299,4447,0.0,10.0,0,0,10.0,0.0
300,4447,0.0,10.0,0,0,1.0,-9.0
301,4447,0.0,10.0,0,0,1.0,0.0
302,4447,0.0,10.0,0,0,1.0,0.0
303,4447,0.0,10.0,0,0,1.0,0.0
304,4447,0.0,10.0,0,0,1.0,0.0
305,4447,0.0,10.0,0,0,1.0,0.0
306,4447,0.0,10.0,0,0,1.0,0.0
307,4447,0.0,10.0,0,0,1.0,0.0
308,4447,0.0,10.0,0,0,1.0,0.0
309,4447,0.0,10.0,0,0,1.0,0.0
310,4447,0.0,10.0,0,0,1.0,0.0
311,4447,0.0,10.0,0,0,1.0,0.0
312,4447,0.0,10.0,0,0,1.0,0.0
313,4447,0.0,10.0,0,0,1.0,0.0
314,4447,0.0,10.0,0,0,1.0,0.0
315,4447,0.0,10.0,0,0,1.0,0.0
316,4447,0.0,10.0,0,0,1.0,0.0
317,4447,0.0,10.0,0,0,1.0,0.0
318,4447,0.0,10.0,0,0,1.0,0.0
319,4447,0.0,10.0,0,0,1.0,0.0
320,4447,0.0,10.0,0,0,1.0,0.0
321,4447,0.0,10.0,0,0,1.0,0.0
322,4447,0.0,10.0,0,0,1.0,0.0
323,4447,0.0,10.0,0,0,1.0,0.0
324,4447,0.0,10.0,0,0,1.0,0.0
325,4447,0.0,10.0,0,0,1.0,0.0
326,4447,0.0,10.0,0,0,1.0,0.0
327,4447,0.0,10.0,0,0,1.0,0.0
328,4447,0.0,10.0,0,0,1.0,0.0
329,4447,0.0,10.0,0,0,1.0,0.0
330,4447,0.0,10.0,0,0,1.0,0.0
331,4447,0.0,10.0,0,0,1.0,0.0
332,4447,0.0,10.0,0,0,1.0,0.0
333,4447,0.0,10.0,0,0,1.0,0.0
334,4447,0.0,10.0,0,0,1.0,0.0
335,4447,0.0,10.0,0,0,1.0,0.0
336,4447,0.0,10.0,0,0,1.0,0.0
337,4447,0.0,10.0,0,0,1.0,0.0
338,4447,0.0,10.0,0,0,1.0,0.0
339,4447,0.0,10.0,0,0,1.0,0.0
340,4447,0.0,10.0,0,0,1.0,0.0
341,4447,0.0,10.0,0,0,1.0,0.0
342,4447,0.0,10.0,0,0,1.0,0.0
343,4447,0.0,10.0,0,0,1.0,0.0
344,4447,0.0,10.0,0,0,1.0,0.0
345,4447,0.0,10.0,0,0,1.0,0.0
346,4447,0.0,10.0,0,0,1.0,0.0
347,4447,0.0,10.0,0,0,1.0,0.0
348,4447,0.0,10.0,0,0,1.0,0.0
349,4447,0.0,10.0,0,0,1.0,0.0
350,4447,0.0,10.0,0,0,1.0,0.0
351,4447,0.0,10.0,0,0,1.0,0.0
352,4447,0.0,10.0,0,0,1.0,0.0
353,4447,0.0,10.0,0,0,1.0,0.0
354,4447,0.0,10.0,0,0,1.0,0.0
355,4447,0.0,10.0,0,0,1.0,0.0
356,4447,0.0,10.0,0,0,1.0,0.0
357,4447,0.0,10.0,0,0,1.0,0.0
358,4447,0.0,10.0,0,0,1.0,0.0
359,4447,0.0,10.0,0,0,1.0,0.0
360,4447,0.0,12.0,0,0,12.0,11.0
361,4447,0.0,12.0,0,0,12.0,0.0
362,4447,0.0,12.0,0,0,12.0,0.0
363,4447,0.0,12.0,0,0,12.0,0.0
364,4447,0.0,12.0,0,0,12.0,0.0
365,4447,0.0,12.0,0,0,12.0,0.0
366,4447,0.0,12.0,0,0,12.0,0.0
367,4447,0.0,12.0,0,0,12.0,0.0
368,4447,0.0,12.0,0,0,12.0,0.0
369,4447,0.0,12.0,0,0,12.0,0.0
370,4447,0.0,12.0,0,0,12.0,0.0
371,4447,0.0,12.0,0,0,12.0,0.0
372,4447,0.0,12.0,0,0,12.0,0.0
373,4447,0.0,12.0,0,0,12.0,0.0
374,4447,0.0,12.0,0,0,12.0,0.0
375,4447,0.0,12.0,0,0,12.0,0.0
376,4447,0.0,12.0,0,0,12.0,0.0
377,4447,0.0,12.0,0,0,12.0,0.0
378,4447,0.0,12.0,0,0,12.0,0.0
379,4447,0.0,12.0,0,0,12.0,0.0
380,4447,0.0,12.0,0,0,12.0,0.0
381,4447,0.0,12.0,0,0,12.0,0.0
382,4447,0.0,12.0,0,0,12.0,0.0
383,4447,0.0,12.0,0,0,12.0,0.0
384,4447,0.0,12.0,0,0,12.0,0.0
385,4447,0.0,12.0,0,0,12.0,0.0
386,4447,0.0,12.0,0,0,12.0,0.0
387,4447,0.0,12.0,0,0,12.0,0.0
388,4447,0.0,12.0,0,0,12.0,0.0
389,4447,0.0,12.0,0,0,12.0,0.0
390,4447,0.0,12.0,0,0,12.0,0.0
391,4447,0.0,12.0,0,0,12.0,0.0
392,4447,0.0,12.0,0,0,12.0,0.0
393,4447,0.0,12.0,0,0,12.0,0.0
394,4447,0.0,12.0,0,0,12.0,0.0
395,4447,0.0,12.0,0,0,12.0,0.0
396,4447,0.0,12.0,0,0,12.0,0.0
397,4447,0.0,12.0,0,0,12.0,0.0
398,4447,0.0,12.0,0,0,12.0,0.0
399,4447,0.0,12.0,0,0,12.0,0.0
400,4447,0.0,12.0,0,0,12.0,0.0
401,4447,0.0,12.0,0,0,12.0,0.0
402,4447,0.0,12.0,0,0,12.0,0.0
403,4447,0.0,12.0,0,0,12.0,0.0
404,4447,0.0,12.0,0,0,12.0,0.0
405,4447,0.0,12.0,0,0,12.0,0.0
406,4447,0.0,12.0,0,0,12.0,0.0
407,4447,0.0,12.0,0,0,12.0,0.0
408,4447,0.0,12.0,0,0,12.0,0.0
409,4447,0.0,12.0,0,0,12.0,0.0
410,4447,0.0,12.0,0,0,12.0,0.0
411,4447,0.0,12.0,0,0,12.0,0.0
412,4447,0.0,12.0,0,0,12.0,0.0
413,4447,0.0,12.0,0,0,12.0,0.0
414,4447,0.0,12.0,0,0,12.0,0.0
415,4447,0.0,12.0,0,0,12.0,0.0
416,4447,0.0,12.0,0,0,12.0,0.0
417,4447,0.0,12.0,0,0,12.0,0.0
418,4447,0.0,12.0,0,0,12.0,0.0
419,4447,0.0,12.0,0,0,12.0,0.0
420,40,0.0,13.0,0,0,13.0,1.0
421,40,0.0,13.0,0,0,13.0,0.0
422,40,0.0,13.0,0,0,13.0,0.0
423,40,0.0,13.0,0,0,13.0,0.0
424,40,0.0,13.0,0,0,13.0,0.0
425,40,0.0,13.0,0,0,13.0,0.0
426,40,0.0,13.0,0,0,13.0,0.0
427,40,0.0,13.0,0,0,13.0,0.0
428,40,0.0,13.0,0,0,13.0,0.0
429,40,0.0,13.0,0,0,13.0,0.0
430,40,0.0,13.0,0,0,13.0,0.0
431,40,0.0,13.0,0,0,13.0,0.0
432,40,0.0,13.0,0,0,13.0,0.0
433,40,0.0,13.0,0,0,13.0,0.0
434,40,0.0,13.0,0,0,13.0,0.0
435,40,0.0,13.0,0,0,13.0,0.0
436,40,0.0,13.0,0,0,13.0,0.0
437,40,0.0,13.0,0,0,13.0,0.0
438,40,0.0,13.0,0,0,13.0,0.0
439,40,0.0,13.0,0,0,13.0,0.0
440,40,0.0,13.0,0,0,13.0,0.0
441,40,0.0,13.0,0,0,13.0,0.0
442,40,0.0,13.0,0,0,13.0,0.0
443,40,0.0,13.0,0,0,13.0,0.0
444,40,0.0,13.0,0,0,13.0,0.0
445,40,0.0,13.0,0,0,13.0,0.0
446,40,0.0,13.0,0,0,13.0,0.0
447,40,0.0,13.0,0,0,13.0,0.0
448,40,0.0,13.0,0,0,13.0,0.0
449,40,0.0,13.0,0,0,13.0,0.0
450,40,0.0,13.0,0,0,13.0,0.0
451,40,0.0,13.0,0,0,13.0,0.0
452,40,0.0,13.0,0,0,13.0,0.0
453,40,0.0,13.0,0,0,13.0,0.0
454,40,0.0,13.0,0,0,13.0,0.0
455,40,0.0,13.0,0,0,13.0,0.0
456,40,0.0,13.0,0,0,13.0,0.0
457,40,0.0,13.0,0,0,13.0,0.0
458,40,0.0,13.0,0,0,13.0,0.0
459,40,0.0,13.0,0,0,13.0,0.0
460,40,0.0,13.0,0,0,13.0,0.0
461,40,0.0,13.0,0,0,13.0,0.0
462,40,0.0,13.0,0,0,13.0,0.0
463,40,0.0,13.0,0,0,13.0,0.0
464,40,0.0,13.0,0,0,13.0,0.0
465,40,0.0,13.0,0,0,13.0,0.0
466,40,0.0,13.0,0,0,13.0,0.0
467,40,0.0,13.0,0,0,13.0,0.0
468,40,0.0,13.0,0,0,13.0,0.0
469,40,0.0,13.0,0,0,13.0,0.0
470,40,0.0,13.0,0,0,13.0,0.0
471,40,0.0,13.0,0,0,13.0,0.0
472,40,0.0,13.0,0,0,13.0,0.0
473,40,0.0,13.0,0,0,13.0,0.0
474,40,0.0,13.0,0,0,13.0,0.0
475,40,0.0,13.0,0,0,13.0,0.0
476,40,0.0,13.0,0,0,13.0,0.0
477,40,0.0,13.0,0,0,13.0,0.0
478,40,0.0,13.0,0,0,13.0,0.0
479,40,0.0,13.0,0,0,13.0,0.0
480,40,0.0,13.0,0,0,13.0,0.0
481,40,0.0,13.0,0,0,13.0,0.0
482,40,0.0,13.0,0,0,13.0,0.0
483,40,0.0,13.0,0,0,13.0,0.0
484,40,0.0,13.0,0,0,13.0,0.0
485,40,0.0,13.0,0,0,13.0,0.0
486,40,0.0,13.0,0,0,13.0,0.0
487,40,0.0,13.0,0,0,13.0,0.0
488,40,0.0,13.0,0,0,13.0,0.0
489,40,0.0,13.0,0,0,13.0,0.0
490,40,0.0,13.0,0,0,13.0,0.0
491,40,0.0,13.0,0,0,13.0,0.0
492,40,0.0,13.0,0,0,13.0,0.0
493,40,0.0,13.0,0,0,13.0,0.0
494,40,0.0,13.0,0,0,13.0,0.0
495,40,0.0,13.0,0,0,13.0,0.0
496,40,0.0,13.0,0,0,13.0,0.0
497,40,0.0,13.0,0,0,13.0,0.0
498,40,0.0,13.0,0,0,13.0,0.0
499,40,0.0,13.0,0,0,13.0,0.0
500,40,0.0,13.0,0,0,13.0,0.0
501,40,0.0,13.0,0,0,13.0,0.0
502,40,0.0,13.0,0,0,13.0,0.0
503,40,0.0,13.0,0,0,13.0,0.0
504,40,0.0,13.0,0,0,13.0,0.0
505,40,0.0,13.0,0,0,13.0,0.0
506,40,0.0,13.0,0,0,13.0,0.0
507,40,0.0,13.0,0,0,13.0,0.0
508,40,0.0,13.0,0,0,13.0,0.0
509,40,0.0,13.0,0,0,13.0,0.0
510,40,0.0,13.0,0,0,13.0,0.0
511,40,0.0,13.0,0,0,13.0,0.0
512,40,0.0,13.0,0,0,13.0,0.0
513,40,0.0,13.0,0,0,13.0,0.0
514,40,0.0,13.0,0,0,13.0,0.0
515,40,0.0,13.0,0,0,13.0,0.0
516,40,0.0,13.0,0,0,13.0,0.0
517,40,0.0,13.0,0,0,13.0,0.0
518,40,0.0,13.0,0,0,13.0,0.0
519,40,0.0,13.0,0,0,13.0,0.0
520,40,0.0,13.0,0,0,13.0,0.0
521,40,0.0,13.0,0,0,13.0,0.0
522,40,0.0,13.0,0,0,13.0,0.0
523,40,0.0,13.0,0,0,13.0,0.0
524,40,0.0,13.0,0,0,13.0,0.0
525,40,0.0,13.0,0,0,13.0,0.0
526,40,0.0,13.0,0,0,13.0,0.0
527,40,0.0,13.0,0,0,13.0,0.0
528,40,0.0,13.0,0,0,13.0,0.0
529,40,0.0,13.0,0,0,13.0,0.0
530,40,0.0,13.0,0,0,13.0,0.0
531,40,0.0,13.0,0,0,13.0,0.0
532,40,0.0,13.0,0,0,13.0,0.0
533,40,0.0,13.0,0,0,13.0,0.0
534,40,0.0,13.0,0,0,13.0,0.0
535,40,0.0,13.0,0,0,13.0,0.0
536,40,0.0,13.0,0,0,13.0,0.0
537,40,0.0,13.0,0,0,13.0,0.0
538,40,0.0,13.0,0,0,13.0,0.0
539,40,0.0,13.0,0,0,13.0,0.0
540,40,0.0,14.0,0,0,14.0,1.0
541,40,0.0,14.0,0,0,14.0,0.0
542,40,0.0,14.0,0,0,14.0,0.0
543,40,0.0,14.0,0,0,14.0,0.0
544,40,0.0,14.0,0,0,14.0,0.0
545,40,0.0,14.0,0,0,14.0,0.0
546,40,0.0,14.0,0,0,14.0,0.0
547,40,0.0,14.0,0,0,14.0,0.0
548,40,0.0,14.0,0,0,14.0,0.0
549,40,0.0,14.0,0,0,14.0,0.0
550,40,0.0,14.0,0,0,14.0,0.0
551,40,0.0,14.0,0,0,14.0,0.0
552,40,0.0,14.0,0,0,14.0,0.0
553,40,0.0,14.0,0,0,14.0,0.0
554,40,0.0,14.0,0,0,14.0,0.0
555,40,0.0,14.0,0,0,14.0,0.0
556,40,0.0,14.0,0,0,14.0,0.0
557,40,0.0,14.0,0,0,14.0,0.0
558,40,0.0,14.0,0,0,14.0,0.0
559,40,0.0,14.0,0,0,14.0,0.0
560,40,0.0,14.0,0,0,14.0,0.0
561,40,0.0,14.0,0,0,14.0,0.0
562,40,0.0,14.0,0,0,14.0,0.0
563,40,0.0,14.0,0,0,14.0,0.0
564,40,0.0,14.0,0,0,14.0,0.0
565,40,0.0,14.0,0,0,14.0,0.0
566,40,0.0,14.0,0,0,14.0,0.0
567,40,0.0,14.0,0,0,14.0,0.0
568,40,0.0,14.0,0,0,14.0,0.0
569,40,0.0,14.0,0,0,14.0,0.0
570,40,0.0,14.0,0,0,14.0,0.0
571,40,0.0,14.0,0,0,14.0,0.0
